transaction_type,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,location,isFraud,isFlaggedFraud
TRANSFER,10009.34,C258217,M441322,42479.36,32470.02,AE,0,0
PAYMENT,9894.68,C624999,M345286,13799.87,3905.1900000000005,US,0,0
DEPOSIT,9742.5,C402129,M316907,78659.95,68917.45,IN,0,0
TRANSFER,9807.99,C564380,M470279,32337.8,22529.809999999998,AE,0,0
WITHDRAWAL,48844.81,C270753,M837213,72780.87,23936.059999999998,UK,0,0
TRANSFER,25032.33,C090803,M540784,94764.01,69731.68,AE,0,0
WITHDRAWAL,24925.73,C976841,M859022,9493.71,0.0,UK,0,0
PAYMENT,35736.88,C660195,M321061,48919.72,13182.840000000004,CA,0,0
WITHDRAWAL,10877.65,C768279,M011744,67841.12,56963.469999999994,US,0,0
DEPOSIT,47625.74,C416235,M674363,43100.76,0.0,AU,0,0
DEPOSIT,26194.52,C447810,M260041,79409.18,53214.65999999999,AE,0,0
DEPOSIT,26587.72,C995038,M054220,77022.37,50434.649999999994,AE,0,0
TRANSFER,36682.55,C995828,M703890,9866.71,0.0,CA,0,0
TRANSFER,47875.0,C289296,M084188,78915.91,31040.910000000003,CA,0,0
WITHDRAWAL,1444.14,C173838,M629053,87638.93,86194.79,UK,0,0
WITHDRAWAL,31861.25,C976722,M450026,87145.31,55284.06,CA,0,0
DEPOSIT,22636.95,C597942,M191619,8137.48,0.0,ZA,0,0
TRANSFER,16336.01,C528947,M075342,69979.35,53643.340000000004,UK,0,0
WITHDRAWAL,5587.79,C759587,M613460,49034.44,43446.65,US,0,0
PAYMENT,16648.74,C149768,M206347,63366.12,46717.380000000005,US,1,0
DEPOSIT,17042.41,C292441,M817991,53880.71,36838.3,AE,0,0
PAYMENT,4965.23,C580512,M412477,33794.0,28828.77,AU,0,0
TRANSFER,40065.4,C447909,M882708,32526.24,0.0,IN,0,0
DEPOSIT,31346.91,C124590,M716990,68898.78,37551.869999999995,AU,0,0
DEPOSIT,1236.01,C282877,M803665,8758.18,7522.17,US,0,0
TRANSFER,22476.29,C316289,M274344,53135.34,30659.049999999996,US,0,0
TRANSFER,13911.64,C457428,M147195,25884.54,11972.900000000001,CA,0,0
DEPOSIT,44575.34,C206810,M142104,52210.89,7635.550000000003,NG,0,0
WITHDRAWAL,41601.82,C336552,M255142,53823.2,12221.379999999997,ZA,0,0
PAYMENT,25740.76,C358025,M873859,33908.16,8167.400000000005,CA,0,0
TRANSFER,23025.55,C929446,M277553,78623.71,55598.16,UK,0,0
WITHDRAWAL,13236.61,C711250,M519067,20090.73,6854.119999999999,ZA,0,0
TRANSFER,3901.52,C314603,M773313,86031.35,82129.83,US,0,0
WITHDRAWAL,23675.69,C157451,M776678,62519.29,38843.600000000006,ZA,0,0
WITHDRAWAL,46847.08,C064118,M795097,9153.12,0.0,UK,0,0
DEPOSIT,46086.84,C723451,M175567,65932.08,19845.240000000005,ZA,0,0
DEPOSIT,5488.59,C828861,M165131,51563.96,46075.369999999995,NG,0,0
PAYMENT,8487.24,C903903,M597101,57067.9,48580.66,US,0,0
DEPOSIT,41506.09,C924033,M587222,10909.43,0.0,ZA,0,0
TRANSFER,41829.28,C186135,M933967,83348.58,41519.3,AE,0,0
TRANSFER,21393.06,C724795,M515246,51025.29,29632.23,NG,0,0
WITHDRAWAL,17408.24,C032814,M753008,14.32,0.0,IN,0,0
PAYMENT,22270.01,C625173,M852392,4917.75,0.0,CA,0,0
PAYMENT,17048.65,C012221,M358993,73096.31,56047.659999999996,ZA,0,0
WITHDRAWAL,19866.28,C744167,M988059,74264.8,54398.520000000004,AU,0,0
DEPOSIT,5837.94,C710702,M150158,8139.14,2301.2000000000007,NG,0,0
DEPOSIT,34345.96,C534395,M458448,7227.16,0.0,AE,0,0
TRANSFER,29442.59,C511113,M920098,63217.92,33775.33,IN,0,0
TRANSFER,34371.6,C550385,M675096,28220.91,0.0,US,0,0
DEPOSIT,752.02,C869398,M033912,43345.19,42593.170000000006,US,0,0
WITHDRAWAL,11667.0,C595198,M692326,15034.98,3367.9799999999996,AU,0,0
TRANSFER,18093.61,C142626,M839755,29136.92,11043.309999999998,AU,0,0
TRANSFER,48277.24,C619025,M636569,20541.7,0.0,US,0,0
TRANSFER,14103.49,C083498,M036967,50649.12,36545.630000000005,IN,0,0
DEPOSIT,46153.58,C109497,M029045,77717.7,31564.119999999995,CA,0,0
PAYMENT,44832.01,C363304,M346745,5441.76,0.0,AE,0,0
DEPOSIT,48895.61,C785288,M968186,85865.13,36969.520000000004,CA,0,0
DEPOSIT,40564.64,C484322,M147832,32616.09,0.0,AU,0,0
PAYMENT,9628.23,C236608,M159189,40775.32,31147.09,CA,0,0
DEPOSIT,11677.21,C408995,M184831,31877.3,20200.09,CA,0,0
TRANSFER,21914.49,C927333,M060106,69185.6,47271.11,ZA,0,0
PAYMENT,32403.62,C417312,M292894,81675.64,49272.020000000004,AE,0,0
DEPOSIT,3778.73,C866920,M160400,33345.63,29566.899999999998,ZA,0,0
TRANSFER,29428.88,C451592,M456693,15344.52,0.0,AE,0,0
WITHDRAWAL,10412.39,C915120,M159125,84633.09,74220.7,AU,0,0
DEPOSIT,24699.19,C748286,M864247,12487.7,0.0,UK,0,0
WITHDRAWAL,16220.71,C351486,M220331,73190.06,56969.35,ZA,0,0
PAYMENT,3704.62,C565683,M437739,25779.09,22074.47,ZA,0,0
WITHDRAWAL,27622.45,C769164,M984553,52596.44,24973.99,US,0,0
DEPOSIT,7680.75,C561901,M911328,74648.11,66967.36,US,0,0
PAYMENT,35347.7,C386651,M023764,44101.39,8753.690000000002,CA,0,0
PAYMENT,21376.47,C920830,M654944,26361.03,4984.559999999998,ZA,0,0
DEPOSIT,17134.96,C640804,M050402,74901.31,57766.35,CA,0,0
DEPOSIT,46218.09,C579852,M890517,79730.47,33512.380000000005,US,0,0
DEPOSIT,14602.93,C931487,M897888,68966.04,54363.10999999999,IN,0,0
WITHDRAWAL,47463.62,C578734,M649013,18987.8,0.0,IN,0,0
PAYMENT,39699.27,C695406,M056394,3631.29,0.0,US,0,0
PAYMENT,6178.19,C797243,M196681,10466.33,4288.14,NG,0,0
TRANSFER,43558.27,C762623,M103945,88029.34,44471.07,AE,0,0
PAYMENT,15447.27,C716292,M211510,13544.73,0.0,UK,0,0
WITHDRAWAL,33691.9,C288052,M539505,10749.92,0.0,ZA,0,0
WITHDRAWAL,24714.3,C486299,M022608,90980.21,66265.91,NG,0,0
DEPOSIT,3850.54,C740941,M211730,41724.69,37874.15,CA,0,0
TRANSFER,23737.04,C167858,M939503,67072.49,43335.450000000004,CA,0,0
PAYMENT,49035.13,C489811,M301472,54974.28,5939.1500000000015,ZA,0,0
WITHDRAWAL,10732.12,C983592,M280366,61418.42,50686.299999999996,ZA,0,0
TRANSFER,47793.13,C770133,M439849,4447.2,0.0,UK,0,0
DEPOSIT,43009.51,C637744,M180425,23686.12,0.0,AU,0,0
DEPOSIT,9800.76,C498370,M971034,16367.76,6567.0,IN,0,0
WITHDRAWAL,5950.26,C791770,M592121,88829.0,82878.74,US,0,0
PAYMENT,34534.09,C800527,M506189,87148.4,52614.31,AU,0,0
PAYMENT,46961.44,C214182,M180041,71960.02,24998.58,NG,0,0
WITHDRAWAL,30812.9,C608467,M755416,40732.58,9919.68,NG,0,0
PAYMENT,44353.4,C991249,M394130,89421.12,45067.719999999994,UK,0,0
DEPOSIT,39948.85,C657621,M051635,91130.53,51181.68,US,0,0
TRANSFER,40910.2,C584564,M146630,38303.94,0.0,AE,0,0
WITHDRAWAL,18195.84,C906391,M916553,26853.69,8657.849999999999,NG,0,0
WITHDRAWAL,15458.0,C993780,M297906,52082.43,36624.43,IN,0,0
DEPOSIT,35620.8,C444806,M492058,64703.58,29082.78,IN,0,0
TRANSFER,13523.52,C549059,M528238,53860.25,40336.729999999996,US,0,0
WITHDRAWAL,1860.88,C611832,M502640,13626.59,11765.71,IN,0,0
PAYMENT,1352.1,C524840,M562583,14931.09,13578.99,IN,0,0
WITHDRAWAL,27276.65,C048881,M824513,32280.69,5004.039999999997,NG,0,0
WITHDRAWAL,47207.35,C827271,M219079,167.78,0.0,CA,0,0
PAYMENT,48395.41,C996299,M253494,20113.52,0.0,CA,0,0
PAYMENT,20017.31,C020921,M421173,64527.72,44510.41,UK,0,0
TRANSFER,33466.22,C936528,M378672,56235.39,22769.17,US,0,0
PAYMENT,19083.23,C353080,M407099,63970.65,44887.42,AE,0,0
DEPOSIT,25588.16,C322494,M648679,2244.26,0.0,NG,0,0
WITHDRAWAL,3809.86,C711096,M133752,86319.77,82509.91,CA,0,0
DEPOSIT,2756.85,C537066,M654693,86736.62,83979.76999999999,CA,0,0
PAYMENT,30427.96,C415999,M543235,23141.42,0.0,UK,0,0
PAYMENT,16244.6,C186306,M560980,30356.96,14112.359999999999,IN,0,0
DEPOSIT,43635.2,C833119,M457600,32777.3,0.0,CA,0,0
DEPOSIT,12701.66,C154401,M558252,44504.64,31802.98,UK,0,0
DEPOSIT,10443.75,C125423,M771347,60151.24,49707.49,AE,0,0
TRANSFER,20413.47,C855017,M851910,80504.72,60091.25,AU,0,0
DEPOSIT,25870.25,C379370,M138028,23162.3,0.0,CA,0,0
PAYMENT,46024.47,C430284,M529317,89774.26,43749.78999999999,ZA,0,0
WITHDRAWAL,1420.93,C165127,M465252,62186.2,60765.27,AU,0,0
DEPOSIT,4824.61,C869289,M853049,18476.68,13652.07,AE,0,0
PAYMENT,30331.47,C228924,M086889,28242.72,0.0,UK,0,0
TRANSFER,40787.75,C693301,M525209,97950.8,57163.05,US,0,0
TRANSFER,9910.47,C311813,M491860,61219.64,51309.17,CA,0,0
TRANSFER,44211.59,C427101,M235490,85688.36,41476.770000000004,NG,0,0
WITHDRAWAL,31866.09,C773987,M219059,97753.25,65887.16,AU,0,0
TRANSFER,24671.56,C375178,M391818,18877.46,0.0,IN,0,0
TRANSFER,14511.49,C656625,M542836,44178.3,29666.810000000005,AU,0,0
DEPOSIT,7539.49,C785124,M562055,22580.17,15040.679999999998,US,0,0
PAYMENT,48582.86,C823717,M295835,62336.79,13753.93,AU,0,0
PAYMENT,13747.0,C619010,M373124,35560.31,21813.309999999998,AE,0,0
DEPOSIT,12248.94,C409020,M169897,60844.65,48595.71,ZA,0,0
TRANSFER,48750.55,C175832,M302780,91015.23,42264.67999999999,ZA,0,0
DEPOSIT,3124.5,C999762,M785065,22661.13,19536.63,NG,0,0
DEPOSIT,9253.45,C230541,M682533,24968.39,15714.939999999999,US,1,0
TRANSFER,22740.32,C923130,M145214,52523.96,29783.64,AU,0,0
TRANSFER,4206.46,C532478,M954331,17913.16,13706.7,US,0,0
TRANSFER,45442.33,C909678,M263472,31430.29,0.0,US,0,0
TRANSFER,10677.04,C925790,M770911,2103.14,0.0,AU,0,0
DEPOSIT,37556.14,C192418,M382165,29708.72,0.0,CA,0,0
TRANSFER,11631.11,C336461,M207109,25573.27,13942.16,CA,0,0
TRANSFER,9183.91,C749874,M025674,52878.16,43694.25,IN,0,0
PAYMENT,25875.65,C199652,M507511,31387.18,5511.529999999999,UK,0,0
WITHDRAWAL,5823.46,C728467,M038897,5596.45,0.0,AU,0,0
WITHDRAWAL,13173.57,C822139,M653862,84718.95,71545.38,UK,0,0
WITHDRAWAL,10689.3,C570610,M260758,54193.75,43504.45,NG,0,0
PAYMENT,49278.17,C395939,M269068,28031.29,0.0,CA,1,1
TRANSFER,37688.32,C218476,M883053,40838.53,3150.209999999999,AU,0,0
PAYMENT,24675.24,C176138,M620187,2819.8,0.0,AE,0,0
TRANSFER,36077.23,C832872,M471105,81472.66,45395.43,US,0,0
WITHDRAWAL,22173.94,C713924,M102949,82070.92,59896.979999999996,US,0,0
PAYMENT,28715.16,C393760,M429062,83993.92,55278.759999999995,AU,0,0
DEPOSIT,40467.09,C869286,M275816,23659.06,0.0,US,0,0
PAYMENT,23350.57,C748009,M429690,6128.88,0.0,ZA,0,0
TRANSFER,25173.75,C640278,M869880,50572.8,25399.050000000003,AE,0,0
WITHDRAWAL,11057.57,C127528,M560686,1239.28,0.0,AU,0,0
WITHDRAWAL,34288.97,C832404,M276082,73191.42,38902.45,UK,0,0
DEPOSIT,46727.71,C262814,M293871,87866.05,41138.340000000004,AE,0,0
TRANSFER,7120.76,C930886,M804682,85950.14,78829.38,AE,0,0
TRANSFER,12244.16,C485888,M691987,57731.03,45486.869999999995,UK,0,0
TRANSFER,28194.76,C995067,M808640,77444.24,49249.48000000001,NG,0,0
DEPOSIT,13734.34,C485498,M195416,75906.13,62171.79000000001,UK,0,0
TRANSFER,10234.44,C315790,M774454,10827.95,593.5100000000002,CA,0,0
TRANSFER,6695.13,C327071,M970100,86640.55,79945.42,AU,0,0
TRANSFER,28690.45,C252025,M612704,17106.08,0.0,US,0,0
DEPOSIT,33323.81,C152120,M947574,53717.29,20393.480000000003,ZA,0,0
DEPOSIT,11517.92,C831576,M643584,70776.33,59258.41,AE,0,0
PAYMENT,5427.36,C212267,M530827,87502.92,82075.56,AE,0,0
PAYMENT,7988.49,C550426,M979321,84023.62,76035.12999999999,US,0,0
PAYMENT,34720.47,C527448,M654147,9874.74,0.0,IN,0,0
PAYMENT,16897.16,C808965,M170007,68618.48,51721.31999999999,UK,0,0
TRANSFER,35706.14,C969221,M482514,52626.77,16920.629999999997,AE,0,0
WITHDRAWAL,35839.3,C133756,M621694,92604.82,56765.520000000004,IN,0,0
DEPOSIT,21869.93,C680638,M033310,52764.56,30894.629999999997,AU,0,0
WITHDRAWAL,9012.37,C630048,M049001,51348.69,42336.32,US,0,0
PAYMENT,11635.92,C419014,M165820,1617.35,0.0,ZA,0,0
WITHDRAWAL,36334.75,C921205,M240210,43363.81,7029.059999999998,NG,0,0
TRANSFER,7845.57,C678590,M054940,82046.22,74200.65,US,0,0
DEPOSIT,45796.44,C676405,M007503,42663.88,0.0,CA,0,0
WITHDRAWAL,29689.2,C157557,M335577,70792.66,41103.46000000001,AU,0,0
PAYMENT,41778.88,C865173,M434895,29779.54,0.0,US,0,0
PAYMENT,49552.74,C399123,M296280,13044.98,0.0,US,0,0
DEPOSIT,7429.83,C544615,M318050,75683.08,68253.25,CA,0,0
DEPOSIT,1361.37,C147138,M964119,7937.99,6576.62,UK,0,0
WITHDRAWAL,30120.44,C412931,M533201,15267.58,0.0,AE,1,1
TRANSFER,49625.32,C215588,M175735,38412.63,0.0,NG,0,0
TRANSFER,27249.13,C062723,M411333,68520.02,41270.89,US,0,0
TRANSFER,43403.61,C572174,M385808,50517.84,7114.229999999996,AE,0,0
DEPOSIT,26494.06,C576888,M274548,32824.75,6330.689999999999,NG,0,0
PAYMENT,39291.23,C896908,M358150,58946.19,19654.96,AE,0,0
WITHDRAWAL,44036.78,C452699,M758255,27376.58,0.0,CA,0,0
DEPOSIT,43367.11,C447385,M484592,20463.91,0.0,AU,1,1
WITHDRAWAL,9019.12,C938529,M474442,15613.98,6594.859999999999,NG,0,0
PAYMENT,4611.6,C085331,M244337,87945.56,83333.95999999999,IN,0,0
WITHDRAWAL,32741.67,C236544,M412934,15010.14,0.0,AU,0,0
DEPOSIT,8850.07,C867765,M180685,57213.06,48362.99,AE,0,0
PAYMENT,9588.22,C263034,M548930,35380.53,25792.309999999998,AE,0,0
TRANSFER,41603.78,C742067,M562825,31494.69,0.0,NG,0,0
TRANSFER,27276.91,C098183,M477206,91335.33,64058.42,AE,0,0
PAYMENT,34037.85,C374405,M854829,3692.57,0.0,US,0,0
PAYMENT,11234.9,C542617,M141892,99083.58,87848.68000000001,IN,0,0
TRANSFER,49529.75,C607820,M988116,75668.12,26138.369999999995,US,0,0
DEPOSIT,12761.2,C878108,M820965,76941.15,64179.95,ZA,0,0
WITHDRAWAL,47598.16,C150382,M264390,96373.13,48774.97,AU,0,0
DEPOSIT,8595.13,C187624,M553629,15768.84,7173.710000000001,US,0,0
TRANSFER,23658.6,C890970,M334159,49312.16,25653.560000000005,US,0,0
DEPOSIT,45197.12,C327542,M989767,36114.07,0.0,IN,0,0
WITHDRAWAL,100.1,C768740,M322541,38480.56,38380.46,IN,0,0
WITHDRAWAL,42116.58,C156945,M717669,6878.18,0.0,NG,0,0
PAYMENT,25121.74,C389824,M215132,79203.9,54082.15999999999,AE,0,0
DEPOSIT,12389.92,C065572,M210097,82856.07,70466.15000000001,IN,0,0
WITHDRAWAL,2247.79,C825391,M847901,12273.32,10025.529999999999,AE,0,0
WITHDRAWAL,39145.2,C893125,M220552,809.19,0.0,CA,0,0
DEPOSIT,47175.06,C287305,M940271,9974.7,0.0,UK,0,0
WITHDRAWAL,12449.95,C699183,M828293,41661.1,29211.149999999998,CA,0,0
PAYMENT,41057.46,C333462,M836509,11192.92,0.0,ZA,0,0
TRANSFER,19369.77,C508685,M962553,45862.74,26492.969999999998,AU,0,0
TRANSFER,14582.15,C044830,M154601,82290.46,67708.31000000001,UK,0,0
DEPOSIT,17553.38,C831371,M814335,8921.45,0.0,US,0,0
DEPOSIT,32229.22,C650800,M167406,19451.49,0.0,IN,0,0
PAYMENT,47917.43,C834494,M612168,98953.24,51035.810000000005,AE,0,0
PAYMENT,30130.4,C155446,M895887,26428.2,0.0,CA,0,0
DEPOSIT,39220.51,C864602,M369017,68062.96,28842.450000000004,CA,0,0
TRANSFER,37324.93,C560676,M710078,60906.58,23581.65,AU,0,0
WITHDRAWAL,48678.88,C395365,M385474,23729.76,0.0,CA,0,0
WITHDRAWAL,10973.6,C063651,M210711,99174.03,88200.43,UK,0,0
WITHDRAWAL,3109.45,C619944,M227316,15967.4,12857.95,UK,0,0
DEPOSIT,22368.08,C834845,M340584,22432.85,64.7699999999968,AE,0,0
PAYMENT,20397.57,C613388,M605362,35089.23,14691.660000000003,AU,0,0
PAYMENT,32198.01,C624933,M728230,77546.99,45348.98000000001,AE,0,0
TRANSFER,48666.35,C829642,M566138,13636.44,0.0,UK,0,0
TRANSFER,5653.02,C627953,M891758,23000.53,17347.51,AE,0,0
DEPOSIT,41202.94,C222586,M034402,63772.68,22569.739999999998,AE,0,0
DEPOSIT,6672.65,C991622,M788778,43574.14,36901.49,ZA,0,0
TRANSFER,11018.63,C840548,M360146,63222.07,52203.44,ZA,0,0
PAYMENT,44871.33,C659052,M862922,51470.55,6599.220000000001,NG,0,0
WITHDRAWAL,46275.06,C405365,M861250,98862.42,52587.36,AU,0,0
PAYMENT,15097.21,C731554,M220584,55257.91,40160.700000000004,NG,0,0
TRANSFER,47452.63,C311156,M809888,36638.73,0.0,US,0,0
TRANSFER,40491.25,C667711,M315669,17545.1,0.0,AE,0,0
WITHDRAWAL,36001.45,C144820,M796405,64564.74,28563.29,UK,0,0
WITHDRAWAL,37447.95,C579846,M089121,76288.94,38840.990000000005,IN,0,0
DEPOSIT,14948.25,C243994,M428407,60939.08,45990.83,UK,0,0
PAYMENT,5557.09,C929132,M370309,88638.35,83081.26000000001,CA,0,0
WITHDRAWAL,12069.63,C457258,M870625,10221.07,0.0,IN,0,0
WITHDRAWAL,45267.41,C856266,M794367,15710.24,0.0,US,0,0
PAYMENT,20425.96,C276155,M594078,13833.57,0.0,IN,0,0
TRANSFER,6223.39,C489114,M981790,64837.75,58614.36,AU,0,0
PAYMENT,33673.88,C762781,M343184,98564.52,64890.64000000001,AE,0,0
TRANSFER,7103.77,C101178,M768896,78014.08,70910.31,US,0,0
TRANSFER,29904.32,C308855,M911039,30708.09,803.7700000000004,UK,0,0
TRANSFER,2615.55,C962642,M942047,73891.47,71275.92,US,0,0
DEPOSIT,40881.68,C243182,M746143,5379.9,0.0,US,0,0
DEPOSIT,36291.3,C374856,M895692,15236.2,0.0,AE,0,0
TRANSFER,6291.62,C293575,M252117,20638.17,14346.55,NG,1,0
TRANSFER,49542.71,C376398,M131289,30996.95,0.0,IN,0,0
DEPOSIT,29935.58,C454984,M931900,84994.99,55059.41,UK,0,0
PAYMENT,15120.49,C917691,M562759,29509.84,14389.35,IN,0,0
DEPOSIT,39203.07,C683829,M144331,61823.98,22620.910000000003,UK,0,0
TRANSFER,46927.96,C906368,M574046,14288.57,0.0,AE,1,1
DEPOSIT,798.82,C800250,M673007,135.32,0.0,IN,0,0
WITHDRAWAL,22442.42,C437731,M991146,79025.13,56582.71000000001,IN,0,0
PAYMENT,25372.53,C955091,M882652,71499.2,46126.67,AU,0,0
WITHDRAWAL,33634.71,C133894,M008409,65612.48,31977.769999999997,ZA,0,0
DEPOSIT,20221.14,C436038,M302209,7730.49,0.0,ZA,0,0
TRANSFER,5048.87,C982373,M216853,48646.94,43598.07,AU,0,0
PAYMENT,11727.84,C148122,M151532,75373.43,63645.59,ZA,0,0
TRANSFER,12051.09,C540396,M846693,35391.52,23340.429999999997,AU,0,0
PAYMENT,14949.5,C594149,M719722,87703.17,72753.67,CA,0,0
WITHDRAWAL,3888.03,C360938,M491604,14075.32,10187.289999999999,IN,0,0
WITHDRAWAL,44929.65,C217544,M395299,22253.37,0.0,UK,1,1
DEPOSIT,31851.13,C302974,M317861,13673.92,0.0,UK,0,0
PAYMENT,39863.05,C620221,M624904,53779.27,13916.219999999994,IN,0,0
DEPOSIT,11876.36,C704656,M777708,46874.51,34998.15,UK,0,0
TRANSFER,30286.31,C070630,M603433,12198.2,0.0,CA,0,0
TRANSFER,15244.52,C883697,M495184,49929.67,34685.149999999994,CA,0,0
WITHDRAWAL,6616.91,C083275,M698472,5901.87,0.0,AE,0,0
WITHDRAWAL,12658.6,C259256,M960162,26373.05,13714.449999999999,ZA,0,0
PAYMENT,29205.37,C394600,M798517,65633.72,36428.350000000006,UK,0,0
DEPOSIT,28684.86,C404822,M282063,41899.93,13215.07,CA,0,0
DEPOSIT,18638.44,C103661,M835521,66967.61,48329.17,NG,0,0
WITHDRAWAL,15857.71,C826430,M782168,49261.5,33403.79,IN,0,0
TRANSFER,14058.0,C814393,M555345,30115.95,16057.95,CA,0,0
WITHDRAWAL,5374.27,C837445,M891374,81932.72,76558.45,CA,0,0
TRANSFER,3629.11,C597031,M038697,21868.01,18238.899999999998,US,0,0
TRANSFER,10253.61,C187587,M643652,21753.75,11500.14,CA,0,0
WITHDRAWAL,49974.14,C584265,M780371,57459.58,7485.440000000002,NG,0,0
WITHDRAWAL,16238.71,C546878,M149088,39921.97,23683.260000000002,NG,0,0
TRANSFER,36592.86,C690813,M669269,7074.85,0.0,ZA,0,0
TRANSFER,2711.14,C581290,M643354,42942.42,40231.28,IN,0,0
TRANSFER,3329.48,C240056,M701984,3855.54,526.06,ZA,0,0
WITHDRAWAL,46853.59,C233249,M071145,76167.64,29314.050000000003,AU,0,0
PAYMENT,44939.97,C253820,M848735,48546.71,3606.739999999998,US,0,0
DEPOSIT,24987.59,C859260,M240965,82218.7,57231.11,CA,0,0
WITHDRAWAL,18550.91,C267347,M686661,96552.04,78001.12999999999,IN,0,0
DEPOSIT,21749.0,C373300,M146383,54242.62,32493.620000000003,AE,0,0
WITHDRAWAL,48099.29,C118568,M813554,3156.33,0.0,AE,0,0
DEPOSIT,15295.64,C235551,M600500,42062.4,26766.760000000002,US,0,0
DEPOSIT,32941.96,C056099,M562330,47108.17,14166.21,ZA,0,0
TRANSFER,47360.0,C752926,M517039,68866.93,21506.929999999993,AE,0,0
TRANSFER,8180.35,C606496,M692774,16727.62,8547.269999999999,AE,0,0
TRANSFER,32427.81,C468614,M316923,81042.28,48614.47,IN,0,0
WITHDRAWAL,26624.91,C731303,M878002,71998.62,45373.70999999999,AU,0,0
TRANSFER,21325.79,C597300,M549832,98671.21,77345.42000000001,NG,0,0
DEPOSIT,3584.69,C718130,M718476,13158.13,9573.439999999999,UK,0,0
TRANSFER,5167.08,C894109,M415950,94515.51,89348.43,UK,0,0
TRANSFER,29689.63,C830191,M578578,73587.81,43898.17999999999,CA,0,0
WITHDRAWAL,16269.34,C255187,M440839,68153.57,51884.23000000001,NG,0,0
PAYMENT,42257.3,C470545,M055041,4934.48,0.0,ZA,0,0
TRANSFER,23117.97,C206330,M968713,18206.14,0.0,CA,0,0
WITHDRAWAL,25306.27,C346485,M319505,52331.18,27024.91,NG,0,0
DEPOSIT,21410.9,C055317,M079535,62683.91,41273.01,IN,0,0
TRANSFER,9775.84,C923892,M986493,86301.14,76525.3,IN,0,0
TRANSFER,3406.41,C029930,M091612,93311.96,89905.55,AE,0,0
DEPOSIT,28003.41,C867253,M038429,3318.12,0.0,UK,0,0
WITHDRAWAL,16585.62,C953002,M635673,33573.32,16987.7,US,0,0
TRANSFER,28657.74,C427169,M849741,6736.97,0.0,CA,0,0
DEPOSIT,8381.62,C895405,M481598,90744.56,82362.94,US,0,0
PAYMENT,45324.24,C856230,M606634,18276.41,0.0,AU,0,0
PAYMENT,21538.46,C958114,M899534,82832.61,61294.15,ZA,0,0
TRANSFER,42916.43,C675384,M830059,43297.4,380.97000000000116,US,0,0
WITHDRAWAL,45457.28,C960570,M179604,54822.01,9364.730000000003,IN,0,0
WITHDRAWAL,6049.87,C606665,M040149,10374.87,4325.000000000001,US,0,0
TRANSFER,2365.34,C975260,M220780,21164.93,18799.59,ZA,0,0
WITHDRAWAL,36170.58,C033680,M084383,29363.96,0.0,CA,0,0
TRANSFER,13664.57,C729864,M695597,78481.22,64816.65,CA,0,0
TRANSFER,38557.91,C980601,M998405,81194.85,42636.94,US,0,0
PAYMENT,46783.04,C778166,M358207,61340.84,14557.799999999996,ZA,0,0
PAYMENT,27713.02,C773509,M256080,1973.01,0.0,UK,0,0
WITHDRAWAL,9163.15,C035354,M430115,51164.39,42001.24,ZA,0,0
TRANSFER,44526.47,C478268,M855366,38077.89,0.0,AE,0,0
WITHDRAWAL,22300.54,C753693,M533286,74107.19,51806.65,IN,0,0
WITHDRAWAL,3738.25,C599978,M325798,77805.02,74066.77,IN,0,0
TRANSFER,24730.06,C892442,M051369,81225.54,56495.479999999996,ZA,0,0
WITHDRAWAL,16140.1,C913100,M590015,65075.47,48935.37,US,0,0
WITHDRAWAL,13558.51,C554652,M849872,21117.11,7558.6,US,0,0
TRANSFER,33650.74,C508223,M996238,3613.73,0.0,AU,0,0
DEPOSIT,26532.11,C686059,M848914,35874.68,9342.57,AE,0,0
WITHDRAWAL,33995.6,C032617,M664096,51526.84,17531.239999999998,AU,0,0
TRANSFER,48771.45,C755138,M145347,66851.93,18080.479999999996,AU,0,0
WITHDRAWAL,8138.12,C301713,M286813,12716.07,4577.95,UK,0,0
DEPOSIT,8981.1,C565550,M715652,31026.41,22045.309999999998,AE,0,0
WITHDRAWAL,20225.92,C582947,M184054,77936.99,57711.07000000001,IN,0,0
DEPOSIT,46147.16,C232855,M453682,23945.27,0.0,IN,0,0
DEPOSIT,39397.29,C487088,M439643,9791.59,0.0,NG,0,0
PAYMENT,38129.12,C259888,M978695,9171.53,0.0,AE,0,0
TRANSFER,21005.21,C672607,M025241,97204.13,76198.92000000001,NG,0,0
TRANSFER,1643.44,C902697,M543675,68825.69,67182.25,ZA,0,0
PAYMENT,2897.43,C213493,M394771,97039.56,94142.13,AU,0,0
WITHDRAWAL,376.69,C237229,M618059,97690.11,97313.42,IN,0,0
TRANSFER,41355.91,C628194,M994196,39245.24,0.0,UK,0,0
TRANSFER,7095.5,C454808,M827135,70744.71,63649.21000000001,AU,0,0
TRANSFER,37149.12,C568922,M514097,2937.93,0.0,UK,0,0
TRANSFER,38226.79,C202136,M541564,71535.1,33308.310000000005,US,0,0
PAYMENT,11113.02,C562896,M101729,66084.33,54971.31,IN,0,0
WITHDRAWAL,49365.87,C122908,M318256,85543.06,36177.189999999995,NG,0,0
WITHDRAWAL,695.88,C459880,M292516,62477.49,61781.61,AE,0,0
DEPOSIT,8553.03,C227460,M233945,2060.65,0.0,AU,0,0
TRANSFER,16977.89,C280863,M829531,33182.88,16204.989999999998,ZA,0,0
